,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review,pos_review_en,neg_review_en
212,Anna,Buen hotel con habitaciones reformadas.,"Estuvimos alojados en una habitación reformada, muy bien cuidado.","Muy poca luz en el lavabo, en el espejo faltaría algo más. Hace muchos años que vamos a este hotel, antes el desayuno era mejor, hay poca variedad y lo caliente como beicon estaba frio. Más variedad en el desayuno lo haría más recomendable.",España,8.0,En familia,Habitación Cuádruple Estándar,2022-10-03,"We stayed in a renovated room, very well cared for.","Very little light in the sink, something else would be missing in the mirror. Many years ago we went to this hotel, before breakfast was better, there is little variety and how hot as bacon it was cold. More variety at breakfast would make it more recommended."
213,Veronica,Excepcional,"La ubicación es perfecta, ofrecen un servicio de restaurante muy bueno y el personal muy amable",Habitaciones poco insonorizadas,España,10.0,En familia,Habitación Triple,2022-10-03,"The location is perfect, they offer very good restaurant service and very friendly staff",Low-sounding rooms
214,Montse,Excepcional,"La habitación es cuádruple,pero hay separación e intimidad, perfecto.","Las vistas,pero está muy bien situado cerca de todo.",España,10.0,En pareja,Habitación Cuádruple Deluxe,2022-10-03,"The room is quadruple,but there is separation and intimacy, perfect.","The views,but it is very well located close to everything."
215,Agustin,Excepcional,Lo amplio de las habitaciones y el trato del personal excelentes,El ascensor averiado,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2022-10-02,The spaciousness of the rooms and the excellent staff treatment,The elevator is broken
216,Noelia,calidad buenisimo y los empleados un súper 10,"Todo, desde la habitación, amabilidad de los profesionales que trabajan allí, desayuno y cena abundante a la carta … buenísimo!!!!! genial! me ha sorprendido muy gratamente el hotel. volveremos seguro! he de destacar la recepcionista Desiré …. gracias por todo!!!!",,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-29,"Everything, from the room, kindness of the professionals who work there, breakfast and abundant dinner a la carte … great!!!! great! I was very pleasantly surprised by the hotel. we will return for sure! I have to highlight the receptionist Desiré …. thank you for everything!!!!",
217,Luis,Ideal para estar unos días,"Ubicación muy buena (a dos manzanas de la calle principal). Habitaciones muy limpias y desayuno muy completo.
Nos dejaron entrar antes de la hora a la habitación
Relación precio/calidad excepcional porque íbamos solo una pareja pero nos dieron una suite con dos habitaciones (4 camas más un sofáa cama). Suponemos que al no ser temporada alta nos dieron una habitación superior por tener habitaciones libres",Nada a destacar,España,9.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-28,"Very good location (two blocks from the main street). Very clean rooms and full breakfast.
They let us into the room before the time.
Exceptional price/quality ratio because we were only a couple but they gave us a suite with two bedrooms (4 beds plus a sofa bed). We assume that since it is not high season we were given a superior room for having free rooms",Highlights
218,Fernandito67,Fantástico,Ubicación y comida,Dificultad ascensor,España,9.0,En grupo,Habitación Cuádruple Estándar,2022-09-27,Location and food,Elevator difficulty
219,Óscar,un espectaculo,las dimensiones de la habitación,,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-24,the dimensions of the room,
220,Maria,Muy bien,"El tamaño de la habitacion, muy cerca de la zona comercial, pero muy tranquilo. Dispone de aparcamiento. El personal muy amable. Nos cambiaron a una habitacion mejor sin coste,, por una reparacion que no podian solucionar.","En la fecha que estuvimos nosotros, estaba en renovacion, aunque no supuso una gran molestia. De hecho nos mejoraron la habitacion sin coste, por una reparacion que no podian hacer.",España,8.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-22,"The size of the room, very close to the commercial area, but very quiet. It has parking. The staff is very friendly. They changed us to a better room at no cost, for a repair that they could not solve.","On the date that we were there, it was in renovation, although it was not a great inconvenience. In fact they improved the room at no cost, for a repair they could not do."
221,Enrique,Para repetir,La amabilidad del personal y el muy buen estado del hotel,Todo nos gusto,España,10.0,En familia,Habitación Cuádruple Estándar,2022-09-22,The kindness of the staff and the very good condition of the hotel,We all liked it
222,Clara,Genial,la habitación estaba genial y la cama era muy cómoda.,estaban haciendo obras y se escuchó algún ruido puntual,España,9.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-21,the room was great and the bed was very comfortable.,they were doing works and some punctual noise was heard
223,Víctor,Muy buena estancia.,"Muy buena ubicación, pero tranquilo y sin ruidos.
La habitación era muy grande y la cama cómoda.
Buena señal WiFi y limpio. Perfecto.","Por decir algo, el garaje es incómodo para un coche grande.",España,10.0,En familia,Habitación Triple,2022-09-19,"Very good location, but quiet and no noise.
The room was very large and the bed comfortable.
Good WiFi signal and clean. Perfect.","To say the least, the garage is awkward for a large car."
224,M,"genial, buena ubicacion , personal muy muy simpatico y agradable",todo muy bien,los ascensores tardaban un poco,España,10.0,En familia,Habitación Cuádruple Estándar,2022-09-19,Everything is good.,the elevators took a while.
225,Diaz,Muy bien,un trato profesional,,España,8.0,En familia,Habitación Familiar,2022-09-17,Trato profesional.,
226,Monica,Excepcional,"La amplitud de la habitación para una familia de 5, 2 habitaciones y 2 aseos",Me gustó mucho todo,España,10.0,En familia,Habitación Familiar,2022-09-16,"The spaciousness of the room for a family of 5, 2 bedrooms and 2 toilets",I liked it a lot. 
227,Laura,Recomendable,"ubicación muy céntrica, comodidad de la cama, televisión muy grande y el desayuno buffet.","Tener que pagar una tasa tan alta por el parking. ya que aún por encima el del -4 no funcionaba. 
Tener los ascensores con obras. 
El baño era bastante pequeño pero funcional.",España,8.0,En pareja,Habitación Doble Deluxe,2022-09-16,"very central location, bed comfort, very large TV and breakfast buffet.","Having to pay such a high rate for parking, since even above the -4 did not work. 
Have elevators with works. 
The bathroom was small but functional."
228,Silvia,"muy buen hotel, especialmente para grupos","las habitaciones familiares son geniales, caben hasta 5 personas muy cómodamente y al tener dos baños no hay ni esperas ni disputas!! además estaba muy limpio y bien cuidado todo.","el parking va por cada 24 horas, y tuve que ir a sacar el coche y moverlo a otro de pago en vez de poder dejarlo un par de horas más.",España,8.0,En grupo,Habitación Triple,2022-09-16,"the family rooms are great, they fit up to 5 people very comfortably and having two bathrooms there are no waits or disputes!! it was also very clean and well cared for everything.","the parking goes for every 24 hours, and I had to go get the car and move it to another payment instead of being able to leave it for a couple of hours more."
229,Pacomegias,Excepcional,Habitaciones muy amplias y grandes.,,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-16,Very spacious and large rooms.,
230,Enrique,Buen hotel. Buena ubicación.,"Desayuno muy completo. 
La atención en recepción, sobre todo la persona de la tarde…. EXCEPCIONAL! Un diez! Volcada en satisfacer al cliente!!!
Habitación grande.",,España,8.0,En familia,Habitación Cuádruple Deluxe,2022-09-12,"Breakfast very complete. 
Attention at reception, especially the person in the afternoon…. EXCEPTIONAL! A ten! Dedicated to satisfying the customer!!!
Large room.",
231,Pedro,Buena estancia,"La ubicación, el tamaño de la habitación y el personal de recepcion",Teníamos una de las camas que el colchón era un poco blando en comparación con los otros y el parking para coche grande es un poco justo,España,8.0,En familia,Habitación Triple,2022-09-12,"The location, room size and reception staff",We had one of the beds that the mattress was a bit soft compared to the others and the large car park is a bit fair
232,Enrique,Fantástico,Amplitud habitación.,"Detalle wc, portarrollos papel higiénico incomodísimo molesto al sentarte en taza wc. 
Iría bien escobilla para wc.",España,9.0,En pareja,Habitación Doble - 1 o 2 camas,2022-09-12,Amplitude room.,"WC detail, toilet paper roll holder very uncomfortable when sitting in a toilet bowl. 
I would go well brush for toilet."
233,Cristina,vacaciones de lujo🤗,nos alojaron en una habitación de luxe cuando yo había contratado una habitación normal👏👏y era todo un lujo🤩el desayuno muy bien 👍,q la habitación anexa no tuviera aire acondicionado,España,9.0,En familia,Habitación Triple,2022-09-11,we stayed in a luxury room when I had hired a normal room👏👏 and it was a luxury🤩breakfast very well 👍,q the adjoining room did not have air conditioning
234,Ioana,excelente,"la zona , y la habitación , el personal todo",no nos gusto porque teníamos que pagar el impuesto cosa que no nos aviso,España,10.0,En familia,Habitación Cuádruple Estándar,2022-09-11,"the area , and the room , the staff all",we didn't like it because we had to pay the tax which we didn't notice
235,Cris,"Recomiendo el hotel al 100%,  no tenemos quejas de nada, ha sido una estancia perfecta","Todo, excelente hotel y personal muy amable","Nada, ha sido todo espectacular",España,10.0,En familia,Habitación Cuádruple Estándar,2022-09-11,"Everything, excellent hotel and very friendly staff","Nothing, it was all spectacular."
236,Nuria,Excepcional,"La habitación. Grande, camas cómodas, limpia, dos baños. Cerca de Caldea y la zona de tiendas. Excelente",Nada,España,10.0,En familia,Habitación Triple,2022-09-10,"The room. Large, comfortable beds, clean, two bathrooms. Close to Caldea and the shopping area. Excellent",Nothing
237,Lluïsa,Contentos,"Habitación muy amplia, genial para una familia, cada uno con su espacio propio. Todo muy bien equipado.
Buena cena y buen desayuno.El hotel esta cerca de la calle principal.","Faltaba alguna pequeña luz al lado de la litera de abajo, para poder leer/tener una luz cerca, en la habitación de las literas.",España,8.0,En familia,Habitación Triple,2022-09-10,"Very spacious room, great for a family, each with its own space. Everything is very well equipped.
Good dinner and good breakfast.The hotel is close to the main street.","There was a small light missing next to the bunk below, to be able to read/have a light nearby, in the bunk room."
238,Marta,Muy bien,"La habitación era muy cómoda, amplia y estaba bien situado. El desayuno muy bueno y variaso.","Tenemos un coche eléctrico y nos dijeron que tenian cargador, y no era verdad. Tenían un enchufe que además del gasto de parquin que fueron 18€ nos cobraron el gasto de la luz a precio de oro. 
No tuvieron ningun detalle( algun dto) ya habíamos traído 2 coches por necesidad de asistir a un Campeonato.",España,8.0,En familia,Habitación Triple,2022-09-08,"The room was very comfortable, spacious and well located. The breakfast is very good and varied.","We have an electric car and they told us they had a charger, and it wasn't true. They had a plug that in addition to the cost of parking that was 18€ charged us the cost of light at a gold price. 
They did not have any details( any details) we had already brought 2 cars due to the need to attend a Championship."
