client,nationality,title,pos_review,pos_review_en,pos_compound,pos_comp_score,len_pos_review,neg_review,neg_review_en,neg_compound,neg_comp_score,len_neg_review,date_review,year_review,month_review,score,score_2,travel_type,room_type
José,España,Solo por cenar en el restaurante ya vale mucho la pena ir,"De largo lo mejor la cena en el restaurante. No es bueno, ¡es espectacular! Puede que el mejor restaurante de hotel en el que haya comido o cenado, una maravilla. El desayuno bien pero mucho más normal. El hotel está muy bien ubicado y tiene parking propio. Para tiendear por Andorra muy recomendable. Personal amable y todo muy limpio.","By far the best dinner at the restaurant. It's not good, it's spectacular! Perhaps the best hotel restaurant I've ever eaten at, or dined at, is a wonder. Breakfast is good but much more normal. The hotel is very well located and has its own parking. To tend to Andorra highly recommended. Friendly staff and all very clean.",0.9553,positive,336,El gimnasio es básicamente zona cardio. Los ascensores no les funcionaban bien especialmente al cogerlos desde el garage. Las vistas dan a una calle normal y no entra mucha luz natural.,"The gym is basically a cardio zone. The elevators did not work well for them, especially when they were taken from the garage. The views overlook a normal street and not much natural light enters.",-0.4449,negative,185,2022-07-25,2022,7,9.0,Wonderful,En familia,Habitación Familiar
Marta,España,Fantástico,La cena y desayuno espectacular,Spectacular Dinner and Breakfast,0.0,neutral,31,"La hab. Los muebles creo que necesitan cambiar,las toallas estaban sucias.","The room. The furniture I think they need to change,the towels were dirty.",-0.4404,negative,74,2022-07-25,2022,7,9.0,Wonderful,En grupo,Habitación Cuádruple Estándar
Meri,España,Volveremos,Nos ha gustado todo. Habitación grande con dos baños. Camas muy cómodas así como las almohadas. Descansamos muy bien sin ruidos de otras habitaciones. Sin duda repetiremos.,We liked everything. Large room with two bathrooms. Very comfortable beds as well as pillows. We rested very well without noise from other rooms. We will certainly repeat.,0.8999,positive,172,,,,,0,2022-07-24,2022,7,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Angel,España,Excepcional,"La amplitud, limpieza, cuartos de aseo","Amplitude, cleanliness, toilets",0.0,neutral,38,Nada,Nothing,0.0,neutral,4,2022-07-22,2022,7,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Nianjiao,España,Excepcional,"Personal súper simpáticos y helpful. Lugar muy céntrico, habitación amplia, litera moderna y cómoda. Hay dos baños, la ducha genial.","Super friendly and helpful staff. Very central place, spacious room, modern and comfortable bunk bed. There are two bathrooms, the shower is great.",0.9538,positive,132,Nada,Nothing,0.0,neutral,4,2022-07-22,2022,7,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Idoia,España,Estupendo,"Muy buena ubicación para compras, Caldea... Habitación familiar enorme, con dos baños y dos tv. Desayuno muy completo y buena calidad. El menú de la cena, espectacular!! Personal tanto de recepción como de comedor muy simpátic@.","Very good location for shopping, Chaldea... Huge family room, with two bathrooms and two TVs. Very full breakfast and good quality. The dinner menu is spectacular!! Reception and dining staff very nice.",0.9074,positive,228,Quizás que el parking es muy estrecho y cuesta maniobrar.,Perhaps the parking is very narrow and it is difficult to maneuver.,-0.3612,negative,57,2022-07-21,2022,7,9.0,Wonderful,En familia,Habitación Triple
Dunia,España,Escapada de una noche,"Todo perfecto, la ubicación, la atención, el confort. Esperamos volver pronto.","Everything perfect, the location, the attention, the comfort. We hope to be back soon.",0.8442,positive,78,,,,,0,2022-07-19,2022,7,9.0,Wonderful,En familia,Habitación Triple
Yolanda,España,El hotel muy bien ubicado,La limpieza y la ubicación excelentes.,Excellent cleanliness and location.,0.5719,positive,38,El parking no hay para todos los huéspedes y cuando nosotros llegamos no tuvimos sitio.,Parking is not available for all guests and when we arrived we had no place.,-0.296,negative,87,2022-07-17,2022,7,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Miguel,España,De lo mejor calidad precio,"Las habitaciones, amplias y limpias",Really clean and smart.,0.7146,positive,35,Todo me gusto,I liked everything,0.4215,positive,13,2022-07-17,2022,7,10.0,Wonderful,En grupo,Habitación Cuádruple Estándar
Gerard82,España,Muy bien,Nos dieron una habitación que era un pequeño apartamento. Genial y agradezco el detalle.,They gave us a room that was a small apartment. Great and I appreciate the detail.,0.7783,positive,88,,,,,0,2022-07-17,2022,7,8.0,Good,En familia,Habitación Doble - 1 o 2 camas
Baldomero,España,Fantástico,Desde la llegada el personal muy amable hasta la habitación muy cómoda.,From the arrival the very friendly staff to the very comfortable room.,0.7956,positive,71,,,,,0,2022-07-16,2022,7,9.0,Wonderful,En familia,Habitación Familiar
Salvador,España,Un hotel muy agradable para una buena estancia en familia,"La amplitud de la habitación, la limpieza en general y la amabilidad de todo el personal del hotel
Muy agradable la estancia 
Debería poderse hacer reserva para el aparcamiento en el hotel, hay muchos aparcamientos cercanos pero son muy caros y gestionados solo por máquinas","The spaciousness of the room, the overall cleanliness and friendliness of all hotel staff
Very pleasant stay 
It should be possible to make a reservation for the parking in the hotel, there are many parking lots nearby but they are very expensive and managed only by machines",0.51,positive,274,Podrían estar más tiempo abierta la cafetería y cerrar más tarde el restaurante,The cafeteria could be open longer and the restaurant closed later,0.0,neutral,79,2022-07-15,2022,7,9.0,Wonderful,En familia,Habitación Triple
Yolanda,España,Buena estancia y desayuno,Simpatía y atención del personal recepción,Friendliness and attention of the reception staff,0.4588,positive,42,Estábamos en habitación familiar y es desproporcionada la diferencia de tamaño de la habitación doble de la de literas,We were in a family room and the difference in size of the double room from that of bunk beds is disproportionate,0.0,neutral,118,2022-07-13,2022,7,8.0,Good,En familia,Habitación Familiar
Maria,Chile,Increíble estadia,"Staff muy amable, todos dispuestos a ayudarnos y hacernos sentir cómodos. La pieza increíble , muy espaciosa. El hotel está muy bien ubicado, se puede caminar hacia cualquier lugar turístico desde ahí","Very friendly staff, all willing to help us and make us feel comfortable. The incredible piece, very spacious. The hotel is very well located, you can walk to any tourist place from there",0.8976,positive,200,,,,,0,2022-07-13,2022,7,10.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Jesnat,España,Recomendado 100%,"La habitación era perfecta, el personal super amable, limpieza A1 una estadía agradable.","The room was perfect, the staff super friendly, A1 cleanliness a pleasant stay.",0.9337,positive,88,Nada que decir.,Nothing to say.&#x0D;,0.0,neutral,15,2022-07-13,2022,7,10.0,Wonderful,En familia,Habitación Triple
Porugueta,España,Todo un acierto,"Nunca había estado en una habitación de hotel donde hubiera una parte de la habitación separada de otra( estábamos en una habitación cuádruple), con dos baños; por cortesía de la casa nos pusieron bebidas en la nevera, todo un detalle. El desayuno buffet bastante completo. A una calle de las tiendas.","I had never been in a hotel room where there was a part of the room separated from another( we were in a quadruple room), with two bathrooms; courtesy of the house they put drinks in the fridge, a detail. The breakfast buffet is quite complete. A street from the shops.",0.3612,positive,301,No aconsejo beber agua del grifo. El precio del parking me parece un poco elevado. Hay cositas como en todos lados que se pueden mejorar a nivel de mantenimiento,I don't recommend drinking tap water. The price of parking is a bit high. There are little things like everywhere that can be improved on a maintenance level,0.4959,positive,161,2022-07-13,2022,7,8.0,Good,En familia,Habitación Cuádruple Estándar
Juslibol,España,El país de las Montañas y los Teleféricos!!,"Habitación amplia con dos baños, sala de estar y cama cómoda.
Aire acondicionado y mini nevera.
Personal de recepción muy amable, sobre todo la chica de Zaragoza.
Buena ubicación","Spacious room with two bathrooms, living room and comfortable bed.
Air conditioning and mini fridge.
Very friendly reception staff, especially the girl from Zaragoza.
Good location",0.8655,positive,178,"Se podría mejorar la insonorización , estábamos en la1ª planta y se oía todo el ajetreo de recepción y comedor, 
Hotel un poco anticuado, muebles y puerta del baño mojada porque se sale la ducha para ser un hotel de 4  estrellas.","You could improve the soundproofing , we were on the 1st floor and you could hear all the hustle and bustle of reception and dining, 
A bit old-fashioned hotel, furniture and wet bathroom door because the shower comes out to be a 4-star hotel.",0.4404,positive,229,2022-07-11,2022,7,8.0,Good,En grupo,Habitación Doble - 1 o 2 camas
Alfonso,España,"MUY RECOMENDABLE PARA CUALQUIERA, LIMPIO, AMPLIO Y BUENOS SERVICIOS A PRECIO INSUPERABLE.","La atención de las chicas de recepción fué increible, nos prestaron todo tipo de información y facilidades, llegamos en moto haciendo la transpirenaica y nos quedamos dos noches alli, nos dejaron meter todas las maletas en consigna hasta que nos marchamos y me gustaría resaltar de nuevo el trato que nos prestaron y la atención por parte de las chicas de recepción durante toda la estancia, sin duda cuando vuelva por Andorra será el hotel en el que me hospede de nuevo.","The attention of the reception girls was incredible, they gave us all kinds of information and facilities, we arrived by motorcycle doing the transpirenaica and we stayed two nights there, they let us put all the suitcases in storage until we left and I would like to highlight again the treatment they gave us and the attention by the reception girls during the entire stay, no doubt when I return to Andorra it will be the hotel where I stay again.",0.0516,neutral,471,"Si tuvieran parking en el mismo hotel hubiera sido la guinda, pero el publico al que nos enviaron tampoco estaba lejos, es por poner alguna pega, no es una critica, además te hacen descuento yendo de parte del hotel.","If they had parking in the same hotel it would have been the icing on the cake, but the public to which they sent us was not far away either, it is to put some criticism, it is not a criticism, they also make you discount going from the hotel.",-0.8271,negative,216,2022-07-10,2022,7,10.0,Wonderful,En grupo,Habitación Familiar
Catalina,Colombia,Excepcional,"Excelentes instalaciones, personal muy amable y una ubicación estupenda!!","Excellent facilities, very friendly staff and a great location!!",0.9166,positive,73,"No tengo nada que decir, todo fué muy bueno!","I have nothing to say, it was all very good!",0.54,positive,44,2022-07-08,2022,7,10.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Charo,España,excelentes y amplias habitaciones,Viajo mucho a Andorra y es con diferencia la mejor habitación de hotel q te puedes encontrar,I travel a lot to Andorra and it is by far the best hotel room you can find,0.6369,positive,92,-,-,0.0,neutral,1,2022-07-08,2022,7,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
García,España,Excepcional,"Hotel perfecto en todos los aspectos. Quizás el mobiliario puede ser pelín antiguo, pero no importa nada. Para el precio que pagué me pareció un regalo de habitación. Limpísimo, habitación espectacular para 3 personas pero que perfectamente pueden dormir 6 personas, muy amplia con 2 baños y con parking en la otra calle a buen precio. Repetiré sin ninguna duda","Perfect hotel in every aspect. The furniture may be old, but it doesn't matter. For the price I paid it seemed like a room gift. Very clean, spectacular room for 3 people but that perfectly can sleep 6 people, very spacious with 2 bathrooms and with parking on the other street at a good price. I will repeat without any doubt",0.9791,positive,361,,,,,0,2022-07-07,2022,7,10.0,Wonderful,En grupo,Habitación Triple
Maria,España,Excepcional,su tranquilidad y silencio,his tranquility and silence,0.4215,positive,26,,,,,0,2022-07-06,2022,7,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Bernat,España,Excelente hotel . Excelente habitación. Excelente personal.,"+Hotel muy bien situado.
+Habitacion muy grande con cama de matrimonio king size muy còmoda. 
+Muy silenciosa
+ personal eficiente y agradable.","+Hotel very well located.
+ Very large room with king size bed very comfortable. 
+Very quiet
+ efficient and pleasant staff.",0.9019,positive,143,,,,,0,2022-07-06,2022,7,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
